return_id,order_id,sku_id,return_reason,return_note,return_condition,return_date,days_to_return,city,state,region,zip_code,cost_of_return
R0400,ORD93000,WE-LAMP-07,no_longer_needed,changed my mind on the style,like_new,2025-12-18,3.0,New York,NY,East,10001.0,197.21
R0401,ORD82512,WE-SHELF-14,does_not_match_description,more yellow than white,defective,2025-11-20,4.0,Houston,TX,South,77001.0,203.88
R0402,ORD96182,WE-SHELF-14,wrong_size,ordered by mistake,damaged,2026-03-30,25.0,Dallas,TX,South,75201.0,170.41
R0403,ORD54939,WE-LAMP-07,no_longer_needed,"arrived broken, not worth fixing",damaged,2026-02-15,26.0,Boston,MA,East,2101.0,165.28
R0404,ORD81802,WE-SOFA-22,wrong_size,sofa is huge compared to the listing,damaged,2026-02-28,45.0,Atlanta,GA,East,30301.0,191.19
R0405,ORD98129,WE-RUG-99,does_not_match_description,much more orange than terracotta,open_box,2025-10-30,23.0,Detroit,MI,North,48201.0,218.13
R0406,ORD86389,WE-BENCH-21,wrong_size,colour slightly different,defective,2025-12-09,31.0,Philadelphia,PA,East,19101.0,187.42
R0407,ORD59921,WE-RUG-99,does_not_match_description,colour is off from photos,open_box,2026-03-06,2.0,Columbus,OH,North,43201.0,125.31
R0408,ORD48684,WE-TBL-04,defective_or_damaged,joint on leg feels weak,open_box,2026-02-26,4.0,Seattle,WA,West,98101.0,195.36
R0409,ORD83566,WE-TBL-04,defective_or_damaged,surface scratch on top,defective,2026-03-16,42.0,Denver,CO,West,80202.0,143.76
R0410,ORD50980,WE-DESK-11,defective_or_damaged,wobbly leg,like_new,2026-01-28,44.0,Milwaukee,WI,North,53202.0,121.3
R0411,ORD89087,WE-DESK-11,defective_or_damaged,drawer doesn't close smoothly,open_box,2025-12-06,35.0,Detroit,MI,North,48201.0,197.61
R0412,ORD77350,WE-CHAIR-05,does_not_match_description,brass looks too yellow in person,like_new,2026-02-24,12.0,Houston,TX,South,77001.0,157.72
R0413,ORD53327,WE-LAMP-07,no_longer_needed,cheap lamp not worth return shipping,defective,2026-01-26,1.0,Atlanta,GA,East,30301.0,190.97
R0414,ORD74297,WE-SOFA-22,wrong_size,much larger than expected,damaged,2025-11-02,20.0,Atlanta,GA,East,30301.0,127.29
R0415,ORD81182,WE-BED-33,wrong_size,headboard too tall,defective,2026-03-18,27.0,Denver,CO,West,80202.0,129.19
R0416,ORD72240,WE-CHAIR-05,defective_or_damaged,colour slightly different,like_new,2025-11-27,34.0,Dallas,TX,South,75201.0,131.47
R0417,ORD99463,WE-BED-33,wrong_size,larger than I imagined,damaged,2026-01-31,3.0,Denver,CO,West,80202.0,158.14
R0418,ORD77411,WE-TABLE-88,does_not_match_description,warmer in the photo than in person,defective,2025-12-13,24.0,Los Angeles,CA,West,90001.0,168.68
R0419,ORD79888,WE-DESK-11,wrong_size,colour slightly different,like_new,2026-03-24,35.0,Chicago,IL,North,60601.0,182.69
R0420,ORD80484,WE-CHAIR-05,does_not_match_description,brass looks too yellow in person,defective,2026-03-19,14.0,Nashville,TN,South,37201.0,184.66
R0421,ORD19600,WE-TABLE-88,wrong_size,changed my mind,like_new,2026-03-28,6.0,Seattle,WA,West,98101.0,137.8
R0422,ORD69129,WE-DESK-11,defective_or_damaged,slight scratch on arrival,defective,2026-01-11,25.0,Detroit,MI,North,48201.0,163.3
R0423,ORD15965,WE-TBL-04,defective_or_damaged,"Table arrived, leg snapped when I stood it up",like_new,2026-04-22,38.0,Denver,CO,West,80202.0,155.77
R0424,ORD61788,WE-RUG-99,does_not_match_description,colour is off from photos,like_new,2026-01-03,25.0,Detroit,MI,North,48201.0,167.4
R0425,ORD28884,WE-RUG-99,does_not_match_description,colour is off from photos,damaged,2026-02-25,41.0,Columbus,OH,North,43201.0,187.73
R0426,ORD15475,WE-BENCH-21,no_longer_needed,no longer needed,like_new,2026-03-03,8.0,Atlanta,GA,East,30301.0,177.27
R0427,ORD94663,WE-LAMP-07,no_longer_needed,changed my mind on the style,open_box,2026-03-04,27.0,Philadelphia,PA,East,19101.0,136.1
R0428,ORD17128,WE-CHAIR-05,does_not_match_description,finish looks cheap not antique,defective,2025-11-17,37.0,Dallas,TX,South,75201.0,184.47
R0429,ORD73857,WE-TABLE-88,does_not_match_description,colour looked different in real life,damaged,2025-11-04,38.0,San Francisco,CA,West,94102.0,155.71
R0430,ORD73682,WE-BENCH-21,no_longer_needed,no longer needed,defective,2026-03-03,21.0,New York,NY,East,10001.0,152.83
R0431,ORD66139,WE-BENCH-21,no_longer_needed,cancelled renovation project,open_box,2026-01-18,21.0,Atlanta,GA,East,30301.0,120.48
R0432,ORD72908,WE-CHAIR-05,no_longer_needed,colour slightly different,defective,2025-10-31,22.0,Dallas,TX,South,75201.0,164.54
R0433,ORD28350,WE-DESK-11,defective_or_damaged,wobbly leg,open_box,2026-03-29,18.0,Columbus,OH,North,43201.0,146.32
R0434,ORD86269,WE-BENCH-21,no_longer_needed,no longer needed,defective,2025-10-23,2.0,Atlanta,GA,East,30301.0,196.92
R0435,ORD39269,WE-CHAIR-05,defective_or_damaged,size not right,damaged,2026-01-23,26.0,Dallas,TX,South,75201.0,133.39
R0436,ORD90482,WE-RUG-99,does_not_match_description,colour is off from photos,open_box,2025-10-29,16.0,Chicago,IL,North,60601.0,195.72
R0437,ORD73373,WE-SOFA-22,wrong_size,too big for my living room,damaged,2025-10-24,10.0,Atlanta,GA,East,30301.0,124.04
R0438,ORD77880,WE-SHELF-14,does_not_match_description,not the right white for my walls,damaged,2025-10-25,14.0,Houston,TX,South,77001.0,158.81
R0439,ORD44513,WE-SHELF-14,does_not_match_description,colour slightly different,open_box,2025-11-07,18.0,Charlotte,NC,South,28201.0,157.67
R0440,ORD59326,WE-LAMP-07,no_longer_needed,"arrived broken, not worth fixing",open_box,2025-12-06,17.0,New York,NY,East,10001.0,171.64
R0441,ORD28214,WE-BED-33,defective_or_damaged,size not right,defective,2026-05-02,33.0,Denver,CO,West,80202.0,136.56
R0442,ORD88908,WE-TABLE-88,does_not_match_description,looks grey not warm brown,like_new,2026-03-15,24.0,San Francisco,CA,West,94102.0,186.11
R0443,ORD31134,WE-LAMP-07,does_not_match_description,size not right,defective,2026-03-16,38.0,Miami,FL,East,33101.0,122.24
R0444,ORD29249,WE-TBL-04,defective_or_damaged,joint on leg feels weak,like_new,2026-04-27,37.0,Denver,CO,West,80202.0,136.63
R0445,ORD96736,WE-SOFA-22,wrong_size,much larger than expected,damaged,2025-10-21,2.0,Atlanta,GA,East,30301.0,214.73
R0446,ORD88753,WE-CHAIR-05,does_not_match_description,finish looks cheap not antique,open_box,2026-03-02,27.0,Dallas,TX,South,75201.0,199.46
R0447,ORD87410,WE-SOFA-22,wrong_size,sofa is huge compared to the listing,like_new,2026-01-13,39.0,Philadelphia,PA,East,19101.0,142.98
R0448,ORD29603,WE-LAMP-07,no_longer_needed,changed my mind on the style,like_new,2025-11-03,27.0,Atlanta,GA,East,30301.0,137.74
R0449,ORD10157,WE-MIRROR-3,defective_or_damaged,frame had minor dent,defective,2025-12-02,35.0,San Francisco,CA,West,94102.0,172.2
R0450,ORD87207,WE-BED-33,no_longer_needed,ordered by mistake,like_new,2026-01-16,23.0,Portland,OR,West,97201.0,162.55
R0451,ORD81267,WE-DESK-11,defective_or_damaged,wobbly leg,defective,2026-02-26,39.0,Chicago,IL,North,60601.0,145.78
R0452,ORD51405,WE-TBL-04,does_not_match_description,changed my mind,defective,2025-10-29,14.0,Portland,OR,West,97201.0,156.23
R0453,ORD57925,WE-SOFA-22,wrong_size,sofa is huge compared to the listing,damaged,2026-01-19,37.0,Atlanta,GA,East,30301.0,219.18
R0454,ORD43263,WE-LAMP-07,no_longer_needed,size not right,damaged,2025-12-10,31.0,Atlanta,GA,East,30301.0,177.77
R0455,ORD76629,WE-LAMP-07,does_not_match_description,ordered by mistake,defective,2026-03-20,14.0,Boston,MA,East,2101.0,198.61
R0456,ORD71822,WE-RUG-99,does_not_match_description,much more orange than terracotta,defective,2026-03-18,10.0,Chicago,IL,North,60601.0,128.81
R0457,ORD96006,WE-DESK-11,defective_or_damaged,wobbly leg,damaged,2026-01-28,40.0,Milwaukee,WI,North,53202.0,191.16
R0458,ORD96099,WE-MIRROR-3,defective_or_damaged,frame had minor dent,damaged,2026-04-11,13.0,Portland,OR,West,97201.0,139.47
R0459,ORD95854,WE-MIRROR-3,defective_or_damaged,frame had minor dent,like_new,2026-01-14,16.0,Los Angeles,CA,West,90001.0,217.56
R0460,ORD77861,WE-TABLE-88,no_longer_needed,colour slightly different,like_new,2025-11-14,13.0,Portland,OR,West,97201.0,193.69
R0461,ORD35496,WE-TABLE-88,defective_or_damaged,colour slightly different,defective,2026-03-13,39.0,Seattle,WA,West,98101.0,212.97
R0462,ORD75951,WE-MIRROR-3,defective_or_damaged,frame had minor dent,damaged,2025-11-13,5.0,Los Angeles,CA,West,90001.0,154.0
R0463,ORD41886,WE-TABLE-88,defective_or_damaged,colour slightly different,damaged,2025-12-08,31.0,Portland,OR,West,97201.0,216.12
R0464,ORD93055,WE-SHELF-14,does_not_match_description,more yellow than white,open_box,2026-04-08,25.0,Austin,TX,South,78701.0,187.69
R0465,ORD42539,WE-CHAIR-05,no_longer_needed,colour slightly different,damaged,2025-10-20,17.0,Houston,TX,South,77001.0,129.3
R0466,ORD56338,WE-BENCH-21,defective_or_damaged,changed my mind,open_box,2025-12-21,21.0,Boston,MA,East,2101.0,209.43
R0467,ORD40783,WE-DESK-11,defective_or_damaged,slight scratch on arrival,open_box,2025-12-07,13.0,Minneapolis,MN,North,55401.0,207.27
R0468,ORD25712,WE-CHAIR-05,does_not_match_description,brass looks too yellow in person,like_new,2026-02-27,7.0,Austin,TX,South,78701.0,187.58
R0469,ORD58653,WE-BENCH-21,no_longer_needed,no longer needed,damaged,2026-04-21,31.0,Atlanta,GA,East,30301.0,169.23
R0470,ORD39110,WE-MIRROR-3,no_longer_needed,ordered by mistake,open_box,2026-02-14,26.0,Denver,CO,West,80202.0,125.41
R0471,ORD69925,WE-LAMP-07,no_longer_needed,moved house,like_new,2025-10-19,12.0,Miami,FL,East,33101.0,189.82
R0472,ORD52655,WE-SHELF-14,no_longer_needed,home renovation cancelled,damaged,2025-11-10,7.0,Nashville,TN,South,37201.0,181.28
R0473,ORD57962,WE-DESK-11,defective_or_damaged,drawer doesn't close smoothly,open_box,2025-11-17,22.0,Milwaukee,WI,North,53202.0,169.88
R0474,ORD33578,WE-CHAIR-05,does_not_match_description,finish looks cheap not antique,open_box,2026-02-17,29.0,Nashville,TN,South,37201.0,217.93
R0475,ORD59923,WE-BENCH-21,no_longer_needed,no longer needed,open_box,2025-12-07,28.0,Boston,MA,East,2101.0,134.58
R0476,ORD77765,WE-SOFA-22,wrong_size,too big for my living room,damaged,2026-04-07,41.0,Miami,FL,East,33101.0,198.53
R0477,ORD43330,WE-DESK-11,no_longer_needed,cancelled event,defective,2026-03-30,14.0,Minneapolis,MN,North,55401.0,203.9
R0478,ORD43779,WE-TABLE-88,does_not_match_description,looks grey not warm brown,damaged,2025-12-14,36.0,Seattle,WA,West,98101.0,121.98
R0479,ORD95179,WE-TABLE-88,does_not_match_description,warmer in the photo than in person,open_box,2025-12-11,37.0,San Francisco,CA,West,94102.0,217.94
R0480,ORD90434,WE-DESK-11,defective_or_damaged,slight scratch on arrival,damaged,2026-04-05,25.0,Milwaukee,WI,North,53202.0,166.38
R0481,ORD20369,WE-SOFA-22,defective_or_damaged,size not right,open_box,2025-12-23,5.0,Atlanta,GA,East,30301.0,154.36
R0482,ORD45553,WE-BED-33,wrong_size,didn't fit through door,defective,2025-11-12,26.0,Denver,CO,West,80202.0,198.1
R0483,ORD96772,WE-BED-33,no_longer_needed,size not right,damaged,2026-03-15,16.0,Los Angeles,CA,West,90001.0,214.04
R0484,ORD17055,WE-TABLE-88,does_not_match_description,looks grey not warm brown,like_new,2026-01-05,36.0,Los Angeles,CA,West,90001.0,197.09
R0485,ORD61097,WE-RUG-99,does_not_match_description,changed my mind,damaged,2026-04-21,42.0,Minneapolis,MN,North,55401.0,142.94
R0486,ORD96972,WE-DESK-11,defective_or_damaged,wobbly leg,damaged,2026-03-27,3.0,Minneapolis,MN,North,55401.0,206.04
R0487,ORD33204,WE-BED-33,no_longer_needed,colour slightly different,defective,2025-11-08,35.0,San Francisco,CA,West,94102.0,183.1
R0488,ORD21738,WE-BENCH-21,no_longer_needed,colour slightly different,defective,2025-11-28,15.0,Miami,FL,East,33101.0,150.79
R0489,ORD80136,WE-LAMP-07,no_longer_needed,home renovation cancelled,like_new,2026-02-17,31.0,Philadelphia,PA,East,19101.0,188.78
R0490,ORD10946,WE-SHELF-14,no_longer_needed,no longer need it,damaged,2025-11-14,15.0,Austin,TX,South,78701.0,138.86
R0491,ORD44469,WE-RUG-99,does_not_match_description,much more orange than terracotta,like_new,2026-01-09,15.0,Milwaukee,WI,North,53202.0,162.22
R0492,ORD34641,WE-CHAIR-05,does_not_match_description,finish looks cheap not antique,like_new,2026-02-18,27.0,Charlotte,NC,South,28201.0,138.24
R0493,ORD74486,WE-DESK-11,defective_or_damaged,drawer doesn't close smoothly,open_box,2025-11-12,40.0,Detroit,MI,North,48201.0,152.06
R0494,ORD67464,WE-SOFA-22,no_longer_needed,cancelled event,like_new,2026-01-31,9.0,Philadelphia,PA,East,19101.0,143.28
R0495,ORD70776,WE-SOFA-22,wrong_size,too big for my living room,like_new,2025-12-18,24.0,Philadelphia,PA,East,19101.0,153.02
R0496,ORD60014,WE-SOFA-22,no_longer_needed,no longer need it,like_new,2026-02-27,17.0,Boston,MA,East,2101.0,132.2
R0497,ORD22315,WE-CHAIR-05,does_not_match_description,finish looks cheap not antique,open_box,2026-03-11,30.0,Houston,TX,South,77001.0,167.28
R0498,ORD78278,WE-BENCH-21,defective_or_damaged,ordered by mistake,like_new,2025-10-28,36.0,New York,NY,East,10001.0,145.33
R0499,ORD92956,WE-BENCH-21,no_longer_needed,moved house,defective,2026-03-19,16.0,Boston,MA,East,2101.0,152.45
R0500,ORD72294,WE-SOFA-22,does_not_match_description,size not right,open_box,2026-04-28,38.0,New York,NY,East,10001.0,157.14
R0501,ORD17871,WE-TABLE-88,does_not_match_description,looks grey not warm brown,like_new,2026-02-14,41.0,Denver,CO,West,80202.0,155.55
R0502,ORD55523,WE-SOFA-22,does_not_match_description,ordered by mistake,defective,2025-12-21,42.0,Philadelphia,PA,East,19101.0,193.32
R0503,ORD67344,WE-TBL-04,defective_or_damaged,hinge hardware stripped during assembly,damaged,2026-04-22,32.0,Seattle,WA,West,98101.0,174.27
R0504,ORD46087,WE-SHELF-14,does_not_match_description,more yellow than white,open_box,2025-10-25,30.0,Austin,TX,South,78701.0,126.89
R0505,ORD76316,WE-SOFA-22,wrong_size,much larger than expected,defective,2026-05-11,41.0,Miami,FL,East,33101.0,193.37
R0506,ORD96283,WE-TBL-04,defective_or_damaged,hinge hardware stripped during assembly,defective,2026-01-13,5.0,San Francisco,CA,West,94102.0,138.99
R0507,ORD94004,WE-BENCH-21,no_longer_needed,cancelled renovation project,damaged,2026-02-04,27.0,Philadelphia,PA,East,19101.0,131.05
R0508,ORD36486,WE-RUG-99,does_not_match_description,much more orange than terracotta,like_new,2026-02-17,3.0,Minneapolis,MN,North,55401.0,168.54
R0509,ORD87371,WE-TABLE-88,does_not_match_description,warmer in the photo than in person,damaged,2025-12-27,40.0,Portland,OR,West,97201.0,124.91
R0510,ORD93744,WE-CHAIR-05,no_longer_needed,home renovation cancelled,like_new,2026-04-10,30.0,Nashville,TN,South,37201.0,156.09
R0511,ORD38298,WE-LAMP-07,does_not_match_description,colour slightly different,like_new,2026-01-18,5.0,New York,NY,East,10001.0,130.12
R0512,ORD33448,WE-CHAIR-05,does_not_match_description,brass looks too yellow in person,defective,2025-12-17,41.0,Dallas,TX,South,75201.0,194.61
R0513,ORD33644,WE-BENCH-21,no_longer_needed,cancelled renovation project,defective,2026-03-16,11.0,Miami,FL,East,33101.0,170.47
R0514,ORD52553,WE-BENCH-21,no_longer_needed,cancelled renovation project,damaged,2026-02-15,36.0,Philadelphia,PA,East,19101.0,161.23
R0515,ORD38039,WE-BENCH-21,no_longer_needed,cancelled renovation project,defective,2025-12-12,35.0,Boston,MA,East,2101.0,196.57
R0516,ORD47287,WE-DESK-11,defective_or_damaged,drawer doesn't close smoothly,like_new,2026-04-03,3.0,Milwaukee,WI,North,53202.0,171.76
R0517,ORD46170,WE-DESK-11,defective_or_damaged,wobbly leg,open_box,2026-05-10,45.0,Detroit,MI,North,48201.0,129.43
R0518,ORD43586,WE-SHELF-14,does_not_match_description,more yellow than white,damaged,2026-02-11,15.0,Charlotte,NC,South,28201.0,129.19
R0519,ORD73999,WE-LAMP-07,no_longer_needed,changed my mind on the style,like_new,2025-12-10,12.0,Philadelphia,PA,East,19101.0,179.52
R0520,ORD66925,WE-DESK-11,defective_or_damaged,slight scratch on arrival,defective,2026-01-28,23.0,Chicago,IL,North,60601.0,213.02
R106815,,WE-RUG-99,no_longer_needed,my parents got the same rug for me. so i dont need this now.,,2026-04-10,,Los Angeles,CA,West,,150.0
R379413,,WE-DESK-11,wrong_size,There are scratches on the desk top.,,2026-04-11,,Seattle,WA,West,,150.0
R225019,,WE-SHELF-14,defective_or_damaged,There are scratches on the desk top.,,2026-04-11,,Seattle,WA,West,,150.0
R971459,,WE-DESK-11,does_not_match_description,color is too different,,2026-04-12,,Los Angeles,CA,West,,150.0
